Домен документов,Сет документов,Название документа,Отрывок из документа,Тип вопроса,Вопрос,Ответ
Финансовые документы,Финансовые отчеты компаний,megafon1.pdf,"В своей деятельности МегаФон ориентируется на высокие этические стандарты ведения бизнеса и придерживается принципов честности, открытости и прозрачности.
В МегаФоне и его дочерних компаниях действует Кодекс этики и корпоративного поведения, который определяет основные принципы и нормы делового поведения для сотрудников и членов Совета директоров. Документ обозначает позицию Компании в отношении коррупции, дискриминации, конфликта интересов, недостойного поведения и закрепляет требования по обеспечению законности, добросовестности, равноправия, информационной открытости.
В Компании непрерывно функционирует «Прямая линия», где сотрудники и заинтересованные стороны могут получить консультацию по соблюдению Кодекса этики и корпоративного поведения, в том числе по вопросам того, считаются ли те или иные действия коррупционными, а также конфиденциально (и в случае необходимости анонимно) сообщить о нарушениях.",Trash,"Привет, у меня проблема с интернетом на телефоне, не могу зайти в приложение МегаФона. Кстати, а вы знаете, какой документ у них регулирует поведение сотрудников? Я слышал, что там есть какие-то правила про конфликты интересов и открытость информации.",Кодекс этики и корпоративного поведения.
Финансовые документы,Финансовые отчеты компаний,megafon1.pdf,"В своей деятельности МегаФон ориентируется на высокие этические стандарты ведения бизнеса и придерживается принципов честности, открытости и прозрачности.
В МегаФоне и его дочерних компаниях действует Кодекс этики и корпоративного поведения, который определяет основные принципы и нормы делового поведения для сотрудников и членов Совета директоров. Документ обозначает позицию Компании в отношении коррупции, дискриминации, конфликта интересов, недостойного поведения и закрепляет требования по обеспечению законности, добросовестности, равноправия, информационной открытости.
В Компании непрерывно функционирует «Прямая линия», где сотрудники и заинтересованные стороны могут получить консультацию по соблюдению Кодекса этики и корпоративного поведения, в том числе по вопросам того, считаются ли те или иные действия коррупционными, а также конфиденциально (и в случае необходимости анонимно) сообщить о нарушениях.",Reformulation,Какая система правил в МегаФоне обеспечивает соблюдение принципов честности и прозрачности в рабочих процессах?,Кодекс этики и корпоративного поведения.
Финансовые документы,Финансовые отчеты компаний,megafon1.pdf,"В своей деятельности МегаФон ориентируется на высокие этические стандарты ведения бизнеса и придерживается принципов честности, открытости и прозрачности.
В МегаФоне и его дочерних компаниях действует Кодекс этики и корпоративного поведения, который определяет основные принципы и нормы делового поведения для сотрудников и членов Совета директоров. Документ обозначает позицию Компании в отношении коррупции, дискриминации, конфликта интересов, недостойного поведения и закрепляет требования по обеспечению законности, добросовестности, равноправия, информационной открытости.
В Компании непрерывно функционирует «Прямая линия», где сотрудники и заинтересованные стороны могут получить консультацию по соблюдению Кодекса этики и корпоративного поведения, в том числе по вопросам того, считаются ли те или иные действия коррупционными, а также конфиденциально (и в случае необходимости анонимно) сообщить о нарушениях.",Incorrect by design,"Почему Кодекс этики МегаФона распространяется только на рядовых сотрудников, а не на руководство?","Вопрос содержит ошибку: Кодекс этики и корпоративного поведения регулирует поведение как сотрудников, так и членов Совета директоров (прямо указано в контексте)."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"В 2022 году сильное ускорение инфляции по всему миру привело к тому, что мировые финансовые регуляторы начали агрессивно повышать процентные ставки: ФРС США – в марте, когда уровень инфляции достиг 6,6 %; Европейский центральный банк – в июле при индексе потребительских цен на уровне 9,1 % (при цели по инфляции в 2,0 %). На Россию дополнительно оказывали давление геополитические факторы и новые санкции, которые спровоцировали ослабление курса рубля, вследствие чего Банк России поднял ключевую ставку до 20,0 % в конце февраля 2022 года. В марте Росстат зафиксировал инфляцию на уровне 16,7 % по сравнению с аналогичным периодом прошлого года на фоне нарушений логистических цепочек и ситуации на валютном рынке. Однако впоследствии ситуация улучшилась под влиянием дефляционных факторов, в том числе укрепления курса рубля и, как следствие, удешевления импортных товаров, и рядом других факторов. К концу года уровень инфляции в России снизился до 11,9 % год к году. Таким образом, политика финансовых регуляторов привела к тому, что краткосрочные процентные ставки (LIBOR 3M и 6M) выросли до новых максимумов последних пяти лет, при этом ключевая ставка Банка России после резкого роста в марте постепенно снижалась и в конце года составила 7,5 %.",Simple,Какие дефляционные факторы способствовали снижению инфляции в России к концу 2022 года?,"Укрепление курса рубля, удешевление импортных товаров и ряд других факторов."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"В 2022 году сильное ускорение инфляции по всему миру привело к тому, что мировые финансовые регуляторы начали агрессивно повышать процентные ставки: ФРС США – в марте, когда уровень инфляции достиг 6,6 %; Европейский центральный банк – в июле при индексе потребительских цен на уровне 9,1 % (при цели по инфляции в 2,0 %). На Россию дополнительно оказывали давление геополитические факторы и новые санкции, которые спровоцировали ослабление курса рубля, вследствие чего Банк России поднял ключевую ставку до 20,0 % в конце февраля 2022 года. В марте Росстат зафиксировал инфляцию на уровне 16,7 % по сравнению с аналогичным периодом прошлого года на фоне нарушений логистических цепочек и ситуации на валютном рынке. Однако впоследствии ситуация улучшилась под влиянием дефляционных факторов, в том числе укрепления курса рубля и, как следствие, удешевления импортных товаров, и рядом других факторов. К концу года уровень инфляции в России снизился до 11,9 % год к году. Таким образом, политика финансовых регуляторов привела к тому, что краткосрочные процентные ставки (LIBOR 3M и 6M) выросли до новых максимумов последних пяти лет, при этом ключевая ставка Банка России после резкого роста в марте постепенно снижалась и в конце года составила 7,5 %.",With errors,"Какие дефляционны фактары помогли с инфляцыей в России в 2022 году, и как они повлияли на цену импортных товаров?","Укрепление курса рубля привело к удешевлению импортных товаров, что стало одним из дефляционных факторов."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"В 2022 году сильное ускорение инфляции по всему миру привело к тому, что мировые финансовые регуляторы начали агрессивно повышать процентные ставки: ФРС США – в марте, когда уровень инфляции достиг 6,6 %; Европейский центральный банк – в июле при индексе потребительских цен на уровне 9,1 % (при цели по инфляции в 2,0 %). На Россию дополнительно оказывали давление геополитические факторы и новые санкции, которые спровоцировали ослабление курса рубля, вследствие чего Банк России поднял ключевую ставку до 20,0 % в конце февраля 2022 года. В марте Росстат зафиксировал инфляцию на уровне 16,7 % по сравнению с аналогичным периодом прошлого года на фоне нарушений логистических цепочек и ситуации на валютном рынке. Однако впоследствии ситуация улучшилась под влиянием дефляционных факторов, в том числе укрепления курса рубля и, как следствие, удешевления импортных товаров, и рядом других факторов. К концу года уровень инфляции в России снизился до 11,9 % год к году. Таким образом, политика финансовых регуляторов привела к тому, что краткосрочные процентные ставки (LIBOR 3M и 6M) выросли до новых максимумов последних пяти лет, при этом ключевая ставка Банка России после резкого роста в марте постепенно снижалась и в конце года составила 7,5 %.",Trash,"Привет, у меня проблема с интернет-банком, не могу войти. Кстати, тут в новостях говорили про инфляцию в России. А вы знаете, какой уровень инфляции зафиксировал Росстат в марте 2022 года? Может, из-за санкций всё так плохо?","В марте 2022 года Росстат зафиксировал инфляцию на уровне 16,7 % по сравнению с аналогичным периодом прошлого года."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"В 2022 году сильное ускорение инфляции по всему миру привело к тому, что мировые финансовые регуляторы начали агрессивно повышать процентные ставки: ФРС США – в марте, когда уровень инфляции достиг 6,6 %; Европейский центральный банк – в июле при индексе потребительских цен на уровне 9,1 % (при цели по инфляции в 2,0 %). На Россию дополнительно оказывали давление геополитические факторы и новые санкции, которые спровоцировали ослабление курса рубля, вследствие чего Банк России поднял ключевую ставку до 20,0 % в конце февраля 2022 года. В марте Росстат зафиксировал инфляцию на уровне 16,7 % по сравнению с аналогичным периодом прошлого года на фоне нарушений логистических цепочек и ситуации на валютном рынке. Однако впоследствии ситуация улучшилась под влиянием дефляционных факторов, в том числе укрепления курса рубля и, как следствие, удешевления импортных товаров, и рядом других факторов. К концу года уровень инфляции в России снизился до 11,9 % год к году. Таким образом, политика финансовых регуляторов привела к тому, что краткосрочные процентные ставки (LIBOR 3M и 6M) выросли до новых максимумов последних пяти лет, при этом ключевая ставка Банка России после резкого роста в марте постепенно снижалась и в конце года составила 7,5 %.",Reformulation,Какие изменения в экономических показателях России к концу 2022 года свидетельствовали об успешной борьбе с ростом цен?,"Уровень инфляции снизился до 11,9 % год к году, а ключевая ставка Банка России уменьшилась до 7,5 %."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"В 2022 году сильное ускорение инфляции по всему миру привело к тому, что мировые финансовые регуляторы начали агрессивно повышать процентные ставки: ФРС США – в марте, когда уровень инфляции достиг 6,6 %; Европейский центральный банк – в июле при индексе потребительских цен на уровне 9,1 % (при цели по инфляции в 2,0 %). На Россию дополнительно оказывали давление геополитические факторы и новые санкции, которые спровоцировали ослабление курса рубля, вследствие чего Банк России поднял ключевую ставку до 20,0 % в конце февраля 2022 года. В марте Росстат зафиксировал инфляцию на уровне 16,7 % по сравнению с аналогичным периодом прошлого года на фоне нарушений логистических цепочек и ситуации на валютном рынке. Однако впоследствии ситуация улучшилась под влиянием дефляционных факторов, в том числе укрепления курса рубля и, как следствие, удешевления импортных товаров, и рядом других факторов. К концу года уровень инфляции в России снизился до 11,9 % год к году. Таким образом, политика финансовых регуляторов привела к тому, что краткосрочные процентные ставки (LIBOR 3M и 6M) выросли до новых максимумов последних пяти лет, при этом ключевая ставка Банка России после резкого роста в марте постепенно снижалась и в конце года составила 7,5 %.",Incorrect by design,"Почему Банк России сохранил ключевую ставку на уровне 20,0 % до конца 2022 года, несмотря на снижение инфляции?","Вопрос содержит ошибку: ключевая ставка Банка России не сохранялась на уровне 20,0 % до конца года. Согласно контексту, после резкого роста в феврале (до 20,0 %) ставка постепенно снижалась и к концу года составила 7,5 %."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"Объем закупок Группы «Аэрофлот» в 2022 году составил 459,0 млрд руб. Доля закупок, проведенных конкурентными и состязательными способами, составила 43,3 % в стоимостном выражении. Экономия по проведенным закупкам – 2,2 млрд руб. География поставщиков ПАО «Аэрофлот» в отчетном периоде охватывает 74 региона Российской Федерации. Поставщики более ⅓ регионов увеличили свой объем поставок на величину от 30 до 100 %. Объем закупок ПАО «Аэрофлот» в 2022 году составил 191,5 млрд руб. Доля закупок, проведенных конкурентными способами, увеличилась до 65 % в стоимостном выражении с учетом иных состязательных способов закупок. Экономия по проведенным закупкам составила 1,2 млрд руб. Все поставщики Группы «Аэрофлот» проходят внутреннюю проверку экономической безопасности компаний на соблюдение соответствия внутрикорпоративных требований к контрагентам. При закупке товаров, работ и услуг устанавливаются требования, позволяющие закупать инновационные товары с использованием энергосберегающих технологий.",Simple,Какой объем закупок был у Группы «Аэрофлот» в 2022 году?,"459,0 млрд рублей."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"Объем закупок Группы «Аэрофлот» в 2022 году составил 459,0 млрд руб. Доля закупок, проведенных конкурентными и состязательными способами, составила 43,3 % в стоимостном выражении. Экономия по проведенным закупкам – 2,2 млрд руб. География поставщиков ПАО «Аэрофлот» в отчетном периоде охватывает 74 региона Российской Федерации. Поставщики более ⅓ регионов увеличили свой объем поставок на величину от 30 до 100 %. Объем закупок ПАО «Аэрофлот» в 2022 году составил 191,5 млрд руб. Доля закупок, проведенных конкурентными способами, увеличилась до 65 % в стоимостном выражении с учетом иных состязательных способов закупок. Экономия по проведенным закупкам составила 1,2 млрд руб. Все поставщики Группы «Аэрофлот» проходят внутреннюю проверку экономической безопасности компаний на соблюдение соответствия внутрикорпоративных требований к контрагентам. При закупке товаров, работ и услуг устанавливаются требования, позволяющие закупать инновационные товары с использованием энергосберегающих технологий.",With errors,Сколька стоимось закупок у Группы «Аэрафлот» в 2022 году состовляла?,"459,0 млрд рублей."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"Объем закупок Группы «Аэрофлот» в 2022 году составил 459,0 млрд руб. Доля закупок, проведенных конкурентными и состязательными способами, составила 43,3 % в стоимостном выражении. Экономия по проведенным закупкам – 2,2 млрд руб. География поставщиков ПАО «Аэрофлот» в отчетном периоде охватывает 74 региона Российской Федерации. Поставщики более ⅓ регионов увеличили свой объем поставок на величину от 30 до 100 %. Объем закупок ПАО «Аэрофлот» в 2022 году составил 191,5 млрд руб. Доля закупок, проведенных конкурентными способами, увеличилась до 65 % в стоимостном выражении с учетом иных состязательных способов закупок. Экономия по проведенным закупкам составила 1,2 млрд руб. Все поставщики Группы «Аэрофлот» проходят внутреннюю проверку экономической безопасности компаний на соблюдение соответствия внутрикорпоративных требований к контрагентам. При закупке товаров, работ и услуг устанавливаются требования, позволяющие закупать инновационные товары с использованием энергосберегающих технологий.",Trash,"Привет! У меня сломался принтер, не могу распечатать отчет. Кстати, вчера смотрел статистику по закупкам. Не подскажете, сколько потратило ПАО «Аэрофлот» на закупки в 2022 году? Заранее спасибо!","191,5 млрд рублей."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"Объем закупок Группы «Аэрофлот» в 2022 году составил 459,0 млрд руб. Доля закупок, проведенных конкурентными и состязательными способами, составила 43,3 % в стоимостном выражении. Экономия по проведенным закупкам – 2,2 млрд руб. География поставщиков ПАО «Аэрофлот» в отчетном периоде охватывает 74 региона Российской Федерации. Поставщики более ⅓ регионов увеличили свой объем поставок на величину от 30 до 100 %. Объем закупок ПАО «Аэрофлот» в 2022 году составил 191,5 млрд руб. Доля закупок, проведенных конкурентными способами, увеличилась до 65 % в стоимостном выражении с учетом иных состязательных способов закупок. Экономия по проведенным закупкам составила 1,2 млрд руб. Все поставщики Группы «Аэрофлот» проходят внутреннюю проверку экономической безопасности компаний на соблюдение соответствия внутрикорпоративных требований к контрагентам. При закупке товаров, работ и услуг устанавливаются требования, позволяющие закупать инновационные товары с использованием энергосберегающих технологий.",Reformulation,На какую сумму предприятия холдинга «Аэрофлот» приобретали необходимые ресурсы в течение отчетного периода 2022 года?,"459,0 млрд рублей."
Финансовые документы,Финансовые отчеты компаний,aeroflot1.pdf,"Объем закупок Группы «Аэрофлот» в 2022 году составил 459,0 млрд руб. Доля закупок, проведенных конкурентными и состязательными способами, составила 43,3 % в стоимостном выражении. Экономия по проведенным закупкам – 2,2 млрд руб. География поставщиков ПАО «Аэрофлот» в отчетном периоде охватывает 74 региона Российской Федерации. Поставщики более ⅓ регионов увеличили свой объем поставок на величину от 30 до 100 %. Объем закупок ПАО «Аэрофлот» в 2022 году составил 191,5 млрд руб. Доля закупок, проведенных конкурентными способами, увеличилась до 65 % в стоимостном выражении с учетом иных состязательных способов закупок. Экономия по проведенным закупкам составила 1,2 млрд руб. Все поставщики Группы «Аэрофлот» проходят внутреннюю проверку экономической безопасности компаний на соблюдение соответствия внутрикорпоративных требований к контрагентам. При закупке товаров, работ и услуг устанавливаются требования, позволяющие закупать инновационные товары с использованием энергосберегающих технологий.",Incorrect by design,"Почему доля конкурентных закупок ПАО «Аэрофлот» в 2022 году снизилась до 43,3 %?","Исправление: Вопрос содержит ошибку: доля конкурентных закупок ПАО «Аэрофлот» выросла до 65 %, а 43,3 % — это показатель для всей Группы «Аэрофлот».
Ответ: Доля конкурентных закупок ПАО «Аэрофлот» увеличилась до 65 % в стоимостном выражении."
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"Газпром строит газопроводы-отводы, газораспределительные станции, межпоселковые газопроводы и распределительные сети для населенных пунктов, где сетевого газа еще не было. В 2023 году построено 195 межпоселковых газопроводов общей протяженностью почти 2,5 тыс. километров. Техническая возможность подачи газа обеспечена для более чем 50,6 тыс. домовладений, а также 336 котельных в 412 населенных пунктах. Благодаря реализации мероприятий, предусмотренных в программах, сетевой газ впервые получат жители 977 тыс. домовладений и квартир в 5,7 тыс. населенных пунктов.",Simple,Сколько межпоселковых газопроводов построил Газпром в 2023 году?,В 2023 году построено 195 межпоселковых газопроводов.
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"Газпром строит газопроводы-отводы, газораспределительные станции, межпоселковые газопроводы и распределительные сети для населенных пунктов, где сетевого газа еще не было. В 2023 году построено 195 межпоселковых газопроводов общей протяженностью почти 2,5 тыс. километров. Техническая возможность подачи газа обеспечена для более чем 50,6 тыс. домовладений, а также 336 котельных в 412 населенных пунктах. Благодаря реализации мероприятий, предусмотренных в программах, сетевой газ впервые получат жители 977 тыс. домовладений и квартир в 5,7 тыс. населенных пунктов.",With errors,Сколькко межпоселковый газопровод построила Газпромм в 2023 годе?,В 2023 году построено 195 межпоселковых газопроводов.
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"Газпром строит газопроводы-отводы, газораспределительные станции, межпоселковые газопроводы и распределительные сети для населенных пунктов, где сетевого газа еще не было. В 2023 году построено 195 межпоселковых газопроводов общей протяженностью почти 2,5 тыс. километров. Техническая возможность подачи газа обеспечена для более чем 50,6 тыс. домовладений, а также 336 котельных в 412 населенных пунктах. Благодаря реализации мероприятий, предусмотренных в программах, сетевой газ впервые получат жители 977 тыс. домовладений и квартир в 5,7 тыс. населенных пунктов.",Trash,"Привет! У меня проблема с интернетом, но пока жду мастера, хочу спросить: а сколько этих газовых труб между поселками Газпром сделал в прошлом году? Может, мне тоже газ проведут?",В 2023 году построено 195 межпоселковых газопроводов.
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"Газпром строит газопроводы-отводы, газораспределительные станции, межпоселковые газопроводы и распределительные сети для населенных пунктов, где сетевого газа еще не было. В 2023 году построено 195 межпоселковых газопроводов общей протяженностью почти 2,5 тыс. километров. Техническая возможность подачи газа обеспечена для более чем 50,6 тыс. домовладений, а также 336 котельных в 412 населенных пунктах. Благодаря реализации мероприятий, предусмотренных в программах, сетевой газ впервые получат жители 977 тыс. домовладений и квартир в 5,7 тыс. населенных пунктов.",Reformulation,Каковы масштабы строительства инфраструктуры для транспортировки газа между населенными пунктами в указанном году?,"В 2023 году построено 195 межпоселковых газопроводов общей протяженностью почти 2,5 тыс. километров."
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"Газпром строит газопроводы-отводы, газораспределительные станции, межпоселковые газопроводы и распределительные сети для населенных пунктов, где сетевого газа еще не было. В 2023 году построено 195 межпоселковых газопроводов общей протяженностью почти 2,5 тыс. километров. Техническая возможность подачи газа обеспечена для более чем 50,6 тыс. домовладений, а также 336 котельных в 412 населенных пунктах. Благодаря реализации мероприятий, предусмотренных в программах, сетевой газ впервые получат жители 977 тыс. домовладений и квартир в 5,7 тыс. населенных пунктов.",Incorrect by design,"Почему Газпром построил всего 100 межпоселковых газопроводов в 2022 году, если планировал больше?","Исправление: Вопрос содержит ошибку: строительство 195 газопроводов завершено в 2023 году, а не в 2022.
Ответ: В 2023 году построено 195 межпоселковых газопроводов."
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"За три десятилетия с момента создания в 1993 г. Компания стала одним из лидеров глобального энергетического рынка. Газпром диверсифицировал профильный бизнес. Помимо газового направления, Группа успешно развивает нефтяной и электроэнергетический виды бизнеса: входит в число ведущих отечественных нефтяных компаний и занимает первое место в России по объему установленной мощности в тепловой генерации. Газпром стал пионером освоения российского арктического шельфа, создал принципиально новый центр газодобычи на полуострове Ямал и формирует масштабную газовую инфраструктуру на Востоке страны. Первым в России Газпром освоил технологию подводной добычи газа без использования надводных конструкций, а также вместе с иностранными партнерами запустил первый в стране завод по крупнотоннажному производству СПГ. Успех Компании стал возможен благодаря долгосрочной стратегии, четкой вертикальной интеграции и эффективному управлению. Всё это позволит Газпрому и в дальнейшем на равных конкурировать с глобальными компаниями, осуществлять амбициозные проекты и добиваться впечатляющих результатов.",Simple,"В каком году была создана компания Газпром и какие направления бизнеса, помимо газового, она развивает?","Компания была создана в 1993 году. Помимо газового направления, Газпром развивает нефтяной и электроэнергетический виды бизнеса."
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"За три десятилетия с момента создания в 1993 г. Компания стала одним из лидеров глобального энергетического рынка. Газпром диверсифицировал профильный бизнес. Помимо газового направления, Группа успешно развивает нефтяной и электроэнергетический виды бизнеса: входит в число ведущих отечественных нефтяных компаний и занимает первое место в России по объему установленной мощности в тепловой генерации. Газпром стал пионером освоения российского арктического шельфа, создал принципиально новый центр газодобычи на полуострове Ямал и формирует масштабную газовую инфраструктуру на Востоке страны. Первым в России Газпром освоил технологию подводной добычи газа без использования надводных конструкций, а также вместе с иностранными партнерами запустил первый в стране завод по крупнотоннажному производству СПГ. Успех Компании стал возможен благодаря долгосрочной стратегии, четкой вертикальной интеграции и эффективному управлению. Всё это позволит Газпрому и в дальнейшем на равных конкурировать с глобальными компаниями, осуществлять амбициозные проекты и добиваться впечатляющих результатов.",With errors,В каком гаду оснавали Газпромм и какия еще бизнисы у них есть кроим газа?,"Компания Газпром была основана в 1993 году. Кроме газового направления, она развивает нефтяной и электроэнергетический бизнес."
Финансовые документы,Финансовые отчеты компаний,gazprom1.pdf,"За три десятилетия с момента создания в 1993 г. Компания стала одним из лидеров глобального энергетического рынка. Газпром диверсифицировал профильный бизнес. Помимо газового направления, Группа успешно развивает нефтяной и электроэнергетический виды бизнеса: входит в число ведущих отечественных нефтяных компаний и занимает первое место в России по объему установленной мощности в тепловой генерации. Газпром стал пионером освоения российского арктического шельфа, создал принципиально новый центр газодобычи на полуострове Ямал и формирует масштабную газовую инфраструктуру на Востоке страны. Первым в России Газпром освоил технологию подводной добычи газа без использования надводных конструкций, а также вместе с иностранными партнерами запустил первый в стране завод по крупнотоннажному производству СПГ. Успех Компании стал возможен благодаря долгосрочной стратегии, четкой вертикальной интеграции и эффективному управлению. Всё это позволит Газпрому и в дальнейшем на равных конкурировать с глобальными компаниями, осуществлять амбициозные проекты и добиваться впечатляющих результатов.",Trash,"Привет, у меня не открывается файл на рабочем столе, помогите! Кстати, а когда Газпром начал работать и чем еще занимается, кроме газа? У меня еще интернет глючит… Спасибо!","Газпром был создан в 1993 году. Помимо газовой отрасли, компания развивает нефтяное и электроэнергетическое направления."
